Gaia,Per,BP-RP,Gmag,e_BP-RP,e_Gmag,num_RV
2075867890147450240,,1.0246533571266063,16.076573513743803,0.0007034278870993605,0.0005346723423512879,1
2075868371179665280,,1.6031253583882403,17.898673735743966,0.006199650680456071,0.0016148852815766647,2
2075870501487767680,,0.9577457451366271,15.594150508807708,0.0005026009910657043,0.0007121077909607627,3
2075871257401905280,,0.9313685821297497,15.57540464375047,-1.778925595904198e-05,0.0005210018528968308,3
2075871532279882368,,0.8801416886117437,15.283164856658956,0.0006296084210228551,0.00046831621398460345,3
2075871635359054336,,0.9173194845711361,15.529219653676487,0.0013224438479568727,0.0005152526303531835,2
2075872356913627520,,1.1345742246697839,16.583218268402295,0.0021803282968162,0.0006292396100965118,3
2075872597431742336,,0.8395264300475969,15.087447855416249,0.00043128069304221653,0.0003413650931981476,1
2075872941029111552,10.012,0.920308742082133,15.06725607586247,7.396465296595316e-05,0.0002561425824013828,7
2075873284626528640,2.581,0.7530409525707,14.597332628975145,0.000224503582064519,0.00025804217267643364,3
2075873422065500800,0.441,0.5991375975274025,13.768151680701076,0.0007717817227592603,0.0003935191192592994,2
2075873525144721536,9.031,1.26883341198522,17.06028347276134,0.0023616687017968875,0.0008531540487879923,6
2075873937461433344,,1.0999006383698564,16.461476775210098,0.001001797534325743,0.0005728647822779761,2
2075874452857533696,9.361,1.1300588156786606,16.556689529860797,-9.866176538072613e-05,0.0006461479613940426,2
2075874796454899968,0.952,0.4638370397132068,13.207136609214718,-0.0001752341257486369,0.0002781892085931474,2
2075874860867654272,8.81,1.1522081654376777,16.245659119661628,0.0027826762638667926,0.0005836732347713647,1
2075875071332796928,4.963,0.8406056223535359,15.08592273229427,-0.00018209297715913206,0.00040534827642303576,3
2075875208767985152,,1.0747467449024075,16.39358803883687,0.002915563387441686,0.0007070199876440958,1
2075875307544319616,10.766,1.1133106685488254,16.40561853895707,0.0014509807857795523,0.0005467380572992693,5
2075875346210741632,9.09,1.080372833807946,16.331772294203745,0.0008473653251168155,0.0006128480388974662,2
2075875552369147904,12.53,0.3347186924963488,12.5309620175055,0.00028919729536801915,0.0002118134706407904,3
2075875586728894208,5.729,0.7682325593229962,14.74159631854764,0.000314096077833957,0.00023988234426852877,5
2075875655448388736,8.479,0.8925397948228291,15.456779989445897,0.0004711317483499168,0.00043764497682416105,3
2075875655448389120,0.22,0.5265641067632423,13.492422397228909,0.00026559989809547395,0.0003374304036730793,6
2075875655448396160,7.879,0.9414578904751156,14.533896202675674,0.0007029883873244124,0.0003479348419482739,4
2075875758527633536,,1.0290651750511586,16.16238621290833,0.0010693500324472972,0.00048619061283363215,3
2075876102125016960,,0.8259260629895451,14.964851262013692,0.0003101532857422923,0.00027616021176960664,1
2075876136484763904,,0.44926540320720143,13.047888577546374,0.00030366069155662493,0.00048427094265439,7
2075876411362723328,7.951,0.9236581246005198,15.589884063547867,0.0015386959172099045,0.0006671665306026974,4
2075876480082223488,9.564,1.2634927882611038,16.97050292061361,0.002400419986463121,0.0008114445207739392,1
2075876583161403392,0.281,0.46095987939446026,12.898061176585466,0.00032749466991606577,0.0003153520139980122,7
2075876617521142016,9.653,1.2195278843714483,16.900464610298933,0.0018119328526049606,0.0007440346361170914,3
2075876754956851328,,1.3285783202765664,17.25480914183565,0.010680672140210618,0.0007952086703004669,1
2075876858039254272,1.095,0.6425253670776758,13.931796697120863,0.000434759286964517,0.00028687145007285535,1
2075876926758727680,11.87,0.7131981404954804,14.061292689175119,3.1511979083064206e-05,0.0003375799849384212,1
2075876995478230912,3.906,0.6958479562122477,14.321377088516158,9.500496855823642e-05,0.00027114566500521196,1
